year,selling_price,km_driven,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
2016,600000,25000,False,False,False,True,True,False,True,False,False,False,False
2017,900000,50000,True,False,False,False,True,False,True,False,False,False,False
2019,550000,25000,False,False,False,True,True,False,True,False,False,False,False
2007,100000,52000,False,False,False,True,True,False,True,False,True,False,False
2017,400000,15000,False,False,False,True,True,False,True,False,False,False,False
2011,120000,20000,False,False,False,True,True,False,True,False,False,False,False
2013,300000,90000,True,False,False,False,True,False,True,False,False,False,False
2011,140000,60000,True,False,False,False,True,False,True,False,True,False,False
2015,640000,23000,False,False,False,True,True,False,True,False,False,False,False
2018,380000,22155,False,False,False,True,True,False,True,False,False,False,False
2011,120000,20000,False,False,False,True,True,False,True,False,False,False,False
2018,650000,70000,False,False,False,True,True,False,True,False,False,False,False
2009,150000,60000,False,False,False,True,True,False,True,False,True,False,False
2018,550000,35000,False,False,False,True,True,False,True,False,False,False,False
2012,650000,71042,True,False,False,False,False,False,True,False,False,False,False
2012,1025000,167870,True,False,False,False,False,False,True,False,True,False,False
2011,195000,133564,True,False,False,False,False,False,True,False,False,False,False
2018,3800000,10000,True,False,False,False,False,False,False,False,False,False,False
2013,1490000,40000,True,False,False,False,False,False,False,False,False,False,False
2019,4950000,30000,True,False,False,False,False,False,False,False,False,False,False
2018,1140000,23038,False,False,False,True,False,True,False,False,False,False,False
2011,95000,70000,True,False,False,False,True,False,True,False,False,False,False
2017,3050000,30000,True,False,False,False,True,False,False,False,False,False,False
2017,550000,19890,False,False,False,True,False,False,False,False,False,False,False
2015,625000,11918,False,False,False,True,False,True,True,False,False,False,False
2017,520000,10510,False,False,False,True,False,False,False,False,False,False,False
2016,239000,41000,False,False,False,True,False,False,True,False,False,False,False
2017,2600000,47162,True,False,False,False,False,True,False,False,False,False,False
2012,229999,49824,False,False,False,True,False,False,True,False,False,False,False
2013,1300000,58500,True,False,False,False,False,False,False,False,False,False,False
2017,585000,43608,False,False,False,True,False,True,True,False,False,False,False
2018,825000,11212,False,False,False,True,False,True,False,False,False,False,False
2013,280000,52000,True,False,False,False,False,False,True,False,False,False,False
2016,725000,49217,False,False,False,True,False,True,True,False,False,False,False
2015,300000,90000,True,False,False,False,True,False,True,False,False,False,False
2015,375000,70000,False,False,False,True,True,False,True,False,False,False,False
2003,310000,90000,False,False,False,True,True,False,True,True,False,False,False
2011,375000,190000,True,False,False,False,True,False,True,False,False,False,True
2016,1950000,106000,True,False,False,False,True,False,False,False,False,False,False
2012,400000,80000,True,False,False,False,True,False,True,False,True,False,False
2014,550000,80000,True,False,False,False,True,False,True,False,True,False,False
2018,270000,20000,False,False,False,True,True,False,True,False,False,False,False
2012,555000,110000,True,False,False,False,True,False,True,False,True,False,False
2013,500000,60000,True,False,False,False,True,False,True,False,True,False,False
2010,400000,130000,True,False,False,False,True,False,False,False,True,False,False
2017,280000,28838,False,False,False,True,True,False,True,False,False,False,False
2008,80000,200000,False,False,False,True,True,False,True,False,False,False,False
2006,55000,100000,True,False,False,False,True,False,True,False,False,False,False
2014,250000,50000,False,False,False,True,True,False,True,False,False,False,False
2010,250000,190000,True,False,False,False,True,False,True,True,False,False,False
2007,95000,100000,True,False,False,False,True,False,True,False,True,False,False
2014,725000,135000,True,False,False,False,True,False,True,False,True,False,False
2015,320000,50000,True,False,False,False,True,False,True,False,False,False,True
2014,1200000,135000,True,False,False,False,True,False,False,False,False,False,True
2012,160000,50000,True,False,False,False,True,False,True,False,False,False,False
2018,790000,19571,True,False,False,False,False,False,True,False,False,False,False
2018,1200000,29600,False,False,False,True,False,False,True,False,False,False,False
2011,175000,70000,False,False,False,True,True,False,True,False,False,False,False
2018,950000,15000,True,False,False,False,True,False,False,False,False,False,False
2019,340000,50000,False,False,False,True,True,False,True,False,False,False,False
2017,825000,13500,True,False,False,False,True,False,True,False,False,False,False
2018,3100000,22000,False,False,False,True,True,False,False,False,False,False,False
2018,780000,25000,True,False,False,False,False,False,True,False,False,False,False
2010,350000,80000,False,False,False,True,True,False,False,False,False,False,True
2018,690000,39000,False,False,False,True,False,False,True,False,False,False,False
2016,245000,60000,False,False,False,True,True,False,True,False,False,False,False
2018,790000,49000,True,False,False,False,False,False,True,False,False,False,False
2018,680000,48600,False,False,False,True,False,False,True,False,False,False,False
2017,540000,20000,False,False,False,True,True,False,True,False,True,False,False
2016,425000,25000,False,False,False,True,True,False,True,False,False,False,False
2008,140000,120000,False,False,False,True,True,False,True,False,False,False,False
2019,1100000,30000,True,False,False,False,True,False,True,False,False,False,False
2015,715000,35000,True,False,False,False,True,False,True,False,False,False,False
2013,1580000,86000,True,False,False,False,False,False,False,False,False,False,False
2015,1750000,127643,True,False,False,False,False,False,False,False,False,False,False
2018,400000,54000,False,False,False,True,False,False,True,False,True,False,False
2014,1750000,102354,True,False,False,False,False,False,False,False,False,False,False
2014,1850000,62237,False,False,False,True,False,False,False,False,False,False,False
2005,114999,90000,False,False,False,True,False,False,True,False,True,False,False
2018,950000,21394,True,False,False,False,False,False,True,False,False,False,False
2015,310000,32686,False,False,False,True,False,False,True,False,False,False,False
2006,575000,1001,True,False,False,False,False,False,True,False,False,False,False
2017,490000,22000,True,False,False,False,False,False,True,False,False,False,False
2017,480000,53261,False,False,False,True,False,False,True,False,False,False,False
2016,3500000,53000,True,False,False,False,False,False,False,False,False,False,False
2018,370000,10000,False,False,False,True,False,False,True,False,False,False,False
2017,835000,14000,True,False,False,False,False,False,True,False,False,False,False
2017,650000,44000,False,False,False,True,False,False,True,False,False,False,False
2014,670000,39895,True,False,False,False,False,False,True,False,False,False,False
2017,950000,73000,True,False,False,False,False,False,False,False,False,False,False
2014,690000,17000,False,False,False,True,False,False,True,False,False,False,False
2017,670000,18591,False,False,False,True,False,False,True,False,False,False,False
2017,925000,26766,True,False,False,False,False,False,True,False,False,False,False
2015,250000,30000,False,False,False,True,True,False,True,False,False,False,False
2016,509999,42000,True,False,False,False,True,False,True,False,False,False,False
2014,520000,110000,True,False,False,False,True,False,True,False,False,False,False
2005,100000,100000,True,False,False,False,True,False,True,False,False,False,False
2006,85000,300000,True,False,False,False,True,False,True,False,True,False,False
2009,130000,110000,True,False,False,False,True,False,True,False,False,False,True
2018,950000,27620,True,False,False,False,False,False,True,False,False,False,False
2015,450000,70000,False,False,False,True,True,False,True,False,False,False,False
2012,320000,50000,False,False,False,True,True,False,True,False,True,False,False
2015,480000,50000,True,False,False,False,True,False,True,False,False,False,False
2014,2490000,46000,True,False,False,False,True,False,False,False,False,False,False
2012,790000,82000,True,False,False,False,True,False,True,False,False,False,False
2016,120000,120000,False,False,False,True,True,False,True,False,False,False,False
2006,75000,80000,False,False,False,True,True,False,True,False,False,False,True
2010,99000,70000,False,False,False,True,True,False,True,False,False,False,False
2018,1015000,20000,True,False,False,False,True,False,True,False,False,False,False
2013,250000,200000,True,False,False,False,True,False,True,False,True,False,False
2011,520000,120000,True,False,False,False,True,False,True,False,False,False,False
2018,1100000,30000,True,False,False,False,True,False,False,False,False,False,False
2005,200000,223000,True,False,False,False,True,False,True,False,False,False,False
2016,525000,60000,True,False,False,False,True,False,True,False,False,False,False
2016,500000,40000,False,False,False,True,True,False,True,False,False,False,False
2016,675000,161327,True,False,False,False,True,False,True,False,False,False,False
2009,150000,60000,False,False,False,True,True,False,True,False,False,False,True
2007,250000,50000,True,False,False,False,True,False,True,False,False,False,False
2018,450000,6000,False,False,False,True,True,False,True,False,False,False,False
2009,150000,68000,False,False,False,True,True,False,True,False,True,False,False
2012,200000,85000,True,False,False,False,True,False,True,False,False,False,False
2011,525000,70000,True,False,False,False,True,False,False,False,False,False,False
1999,60000,35000,False,False,False,True,True,False,True,False,True,False,False
2010,180000,100000,True,False,False,False,True,False,True,False,True,False,False
2015,475000,110000,True,False,False,False,True,False,True,False,False,False,False
2010,380000,195000,True,False,False,False,True,False,False,False,True,False,False
2015,285000,46000,False,False,False,True,True,False,True,False,True,False,False
2008,91200,60000,False,False,False,True,True,False,True,False,True,False,False
2017,250000,46000,False,False,False,True,True,False,True,False,False,False,False
2015,400000,42000,True,False,False,False,True,False,True,False,False,False,False
2006,160000,90000,False,False,False,True,True,False,False,False,True,False,False
2012,650000,85000,True,False,False,False,True,False,True,False,True,False,False
2012,409999,120000,True,False,False,False,True,False,True,False,False,False,True
2013,425000,72000,True,False,False,False,True,False,True,False,False,False,False
2013,250000,71000,False,False,False,False,True,False,True,False,True,False,False
2009,200000,110000,False,False,False,True,True,False,True,True,False,False,False
2013,250000,71000,False,False,False,False,True,False,True,False,True,False,False
2010,130000,144000,True,False,False,False,True,False,True,True,False,False,False
2017,260000,30000,False,False,False,True,False,False,True,False,False,False,False
2007,155000,65000,False,False,False,True,False,False,True,False,False,False,False
2015,450000,38000,True,False,False,False,True,False,True,False,False,False,False
2012,220000,90000,False,False,False,True,True,False,True,False,True,False,False
2018,650000,37000,True,False,False,False,False,False,True,False,False,False,False
2018,285000,30000,False,False,False,True,False,False,True,False,False,False,False
2018,725000,26000,False,False,False,True,False,False,False,False,False,False,False
2016,625000,30000,False,False,False,True,False,False,True,False,False,False,False
2016,550000,23000,False,False,False,True,False,False,True,False,False,False,False
2012,240000,40000,False,False,False,True,False,False,True,False,False,False,False
2014,600000,27000,True,False,False,False,False,False,True,False,False,False,False
2012,350000,65000,True,False,False,False,False,False,True,False,False,False,False
2015,245000,32000,False,False,False,True,False,False,True,False,False,False,False
2016,600000,56000,True,False,False,False,False,False,True,False,False,False,False
2017,2400000,30000,True,False,False,False,True,False,False,False,False,False,False
2014,620000,80000,True,False,False,False,False,False,True,False,False,False,False
2014,395000,52000,False,False,False,True,False,False,True,False,True,False,False
2014,635000,13250,False,False,False,True,False,False,True,False,False,False,False
2011,180000,36000,False,False,False,True,False,False,True,False,False,False,False
2015,484999,73000,True,False,False,False,False,False,True,False,True,False,False
2004,110000,60000,False,False,False,True,True,False,True,False,False,False,False
2006,150000,60000,False,False,False,True,True,False,True,False,True,False,False
2012,400000,110000,True,False,False,False,True,False,True,False,False,False,False
2012,200000,70000,True,False,False,False,True,False,True,False,True,False,False
2013,302000,60000,True,False,False,False,True,False,True,False,True,False,False
2011,215000,90000,True,False,False,False,True,False,True,True,False,False,False
2004,155000,80000,False,False,False,True,True,False,True,False,True,False,False
2014,1000000,101000,True,False,False,False,True,False,True,False,True,False,False
2018,550000,44000,True,False,False,False,True,False,True,False,False,False,False
2006,200000,45000,False,False,False,True,True,False,True,False,False,False,False
2017,750000,120000,True,False,False,False,True,False,True,False,False,False,False
2005,90000,90000,False,False,False,True,True,False,True,False,True,False,False
2007,80000,120000,False,False,False,True,True,False,True,False,True,False,False
2013,229999,13500,False,False,False,True,True,False,True,False,False,False,False
2017,350000,10000,False,False,False,True,True,False,True,False,False,False,False
2015,325000,25000,False,False,False,True,True,False,True,False,False,False,True
2018,450000,8500,False,False,False,True,True,False,True,False,False,False,False
2012,250000,120000,True,False,False,False,True,False,True,False,False,False,False
2012,225000,120000,True,False,False,False,True,False,True,False,False,False,False
2009,150000,90246,False,False,False,True,True,False,True,False,False,False,True
2008,110000,90000,False,False,False,True,True,False,True,False,True,False,False
2010,150000,40000,False,False,False,True,True,False,True,False,True,False,False
2000,165000,60000,False,False,False,True,True,False,True,True,False,False,False
2017,610000,32000,True,False,False,False,True,False,True,False,True,False,False
2013,170000,60400,True,False,False,False,True,False,True,False,False,False,False
2008,150000,70950,True,False,False,False,True,False,True,False,True,False,False
2013,300000,90000,True,False,False,False,True,False,True,False,False,False,False
2015,375000,72000,True,False,False,False,True,False,True,False,False,False,False
2013,390000,90000,True,False,False,False,True,False,True,False,False,False,False
2017,600000,10000,False,False,False,True,True,False,True,False,False,False,False
2014,204999,25000,False,False,False,True,True,False,True,False,True,False,False
2009,270000,80000,True,False,False,False,True,False,True,False,True,False,False
2017,375000,10000,False,False,False,True,True,False,True,False,False,False,False
2020,700000,1100,False,False,False,True,True,False,True,False,False,False,False
2017,455000,40000,False,False,False,True,True,False,True,False,False,False,False
2017,375000,10000,False,False,False,True,True,False,True,False,False,False,False
2014,341000,31491,False,False,False,True,True,False,True,False,False,False,False
2014,200000,107143,True,False,False,False,True,False,True,False,True,False,False
2017,450000,15000,False,False,False,True,True,False,False,False,False,False,False
2012,170000,50000,False,False,False,True,True,False,True,False,True,False,False
2017,1900000,100000,True,False,False,False,True,False,True,False,False,False,False
2016,500000,60000,True,False,False,False,True,False,True,False,False,False,False
2016,819999,85000,True,False,False,False,True,False,True,False,False,False,False
2014,351000,40000,False,False,False,True,True,False,True,False,True,False,False
2011,195000,80000,False,False,False,True,True,False,True,False,True,False,False
2008,250000,82000,True,False,False,False,True,False,True,False,True,False,False
2008,120000,70000,False,False,False,True,True,False,True,False,True,False,False
2009,180000,70000,False,False,False,True,True,False,True,False,False,False,True
2016,430000,20000,True,False,False,False,True,False,True,False,False,False,False
2012,75000,35000,False,False,False,True,True,False,True,False,True,False,False
2017,750000,80000,True,False,False,False,True,False,True,False,False,False,False
2011,60000,40000,False,False,False,True,True,False,True,False,False,False,False
2015,1500000,46412,True,False,False,False,True,False,True,False,False,False,False
2011,390000,150000,True,False,False,False,True,False,True,True,False,False,False
2016,630000,50000,True,False,False,False,True,False,True,False,False,False,False
2018,1085000,15000,True,False,False,False,True,False,True,False,False,False,False
2012,190000,60000,False,False,False,True,True,False,True,False,True,False,False
2018,550000,25000,False,False,False,True,True,False,False,False,False,False,False
2012,200000,90000,False,False,False,True,True,False,True,False,False,False,True
2011,165000,60000,False,False,False,True,True,False,True,False,False,False,False
2013,260000,65000,True,False,False,False,True,False,True,False,False,False,False
2011,151000,40000,False,False,False,True,True,False,True,False,False,False,False
2018,780000,50000,True,False,False,False,True,False,True,False,False,False,False
2012,175000,80000,True,False,False,False,True,False,True,False,False,False,True
2010,170000,107500,True,False,False,False,False,False,True,False,False,False,False
2013,210000,135000,True,False,False,False,False,False,True,False,True,False,False
2007,90000,43826,False,False,False,True,False,False,True,False,True,False,False
2016,535000,55838,False,False,False,True,False,False,True,False,False,False,False
2007,195000,112880,True,False,False,False,False,False,True,False,False,False,False
2011,140000,90000,True,False,False,False,True,False,True,False,False,False,True
2012,350000,40000,False,False,False,True,True,False,True,False,False,False,False
2013,425000,66000,False,False,False,True,True,False,True,False,False,False,False
2017,300000,30300,False,False,False,True,True,False,True,False,False,False,False
2013,340000,85000,True,False,False,False,True,False,True,False,True,False,False
2009,250000,80659,False,False,False,True,False,False,True,False,False,False,False
2008,170000,81324,False,False,False,True,False,False,True,False,False,False,False
2013,315000,127884,True,False,False,False,False,False,True,False,False,False,False
2015,200000,50000,False,False,False,True,True,False,True,False,False,False,False
2016,300000,25000,False,False,False,True,True,False,True,False,False,False,False
2015,300000,66755,True,False,False,False,False,False,True,False,False,False,False
2013,380000,123084,False,False,False,True,False,False,True,False,False,False,False
2009,250000,806599,False,False,False,True,False,False,True,False,False,False,False
2013,310000,95851,True,False,False,False,False,False,True,False,False,False,False
2010,260000,50000,False,False,False,True,True,False,True,False,False,False,False
2008,150000,50000,False,False,False,True,True,False,True,False,True,False,False
2006,85000,60000,False,False,False,True,True,False,True,False,True,False,False
2015,280000,15000,False,False,False,True,True,False,True,False,True,False,False
2016,850000,40000,True,False,False,False,True,False,True,False,False,False,False
2017,375000,20000,False,False,False,True,True,False,True,False,True,False,False
2006,125000,120000,True,False,False,False,True,False,True,False,False,False,True
2012,250000,110000,True,False,False,False,True,False,True,False,False,False,False
2014,715000,234000,True,False,False,False,True,False,True,False,False,False,False
2011,220000,70000,True,False,False,False,True,False,True,False,False,False,False
2010,110000,110000,True,False,False,False,True,False,True,False,True,False,False
2007,150000,84000,False,False,False,True,True,False,True,False,True,False,False
2012,300000,170000,True,False,False,False,True,False,True,False,False,False,False
2017,220000,40000,False,False,False,True,True,False,True,False,False,False,False
2006,75000,96000,False,False,False,True,True,False,True,False,True,False,False
2009,100000,20000,True,False,False,False,True,False,True,False,False,False,False
2016,380000,15000,False,False,False,True,True,False,True,False,False,False,False
2007,100000,50000,False,False,False,True,True,False,True,False,False,False,False
2010,480000,80000,False,False,False,True,True,False,True,False,True,False,False
2012,300000,124000,True,False,False,False,True,False,True,False,False,False,False
2013,190000,70000,True,False,False,False,True,False,True,False,False,False,False
2012,190000,130000,True,False,False,False,True,False,True,False,True,False,False
2017,650000,19014,False,False,False,True,False,False,True,False,False,False,False
2009,300000,23262,False,False,False,True,False,False,True,False,False,False,False
2016,700000,29600,True,False,False,False,False,False,True,False,False,False,False
2015,310000,35925,False,False,False,True,False,False,True,False,False,False,False
2018,500000,12000,False,False,False,True,True,False,True,False,False,False,False
2013,415000,40771,False,False,False,True,False,False,True,False,False,False,False
2015,395000,30500,False,False,False,True,False,False,False,False,True,False,False
2014,430000,42000,False,False,False,True,False,False,True,False,True,False,False
2007,215000,55800,False,False,False,True,False,False,True,False,True,False,False
2014,550000,66569,True,False,False,False,False,False,True,False,False,False,False
2014,415000,81358,True,False,False,False,False,False,True,False,False,False,False
2015,450000,82695,True,False,False,False,False,False,True,False,False,False,False
2014,285000,68293,True,False,False,False,False,False,True,False,True,False,False
2016,580000,32000,False,False,False,True,False,False,False,False,False,False,False
2014,300000,190621,True,False,False,False,False,False,True,False,False,False,False
2018,1200000,60000,True,False,False,False,True,False,True,False,False,False,False
2006,78000,64700,False,False,False,True,True,False,True,False,False,False,False
2002,65000,100000,False,False,False,True,True,False,True,False,True,False,False
2016,400000,88470,True,False,False,False,True,False,True,False,False,False,False
2016,850000,75000,True,False,False,False,True,False,True,False,False,False,False
2013,450000,120000,True,False,False,False,True,False,True,False,True,False,False
2012,2500000,35000,True,False,False,False,True,False,False,False,False,False,False
2017,780000,70000,True,False,False,False,True,False,True,False,False,False,False
2017,3200000,57000,True,False,False,False,True,False,False,False,False,False,False
2020,350000,1000,False,False,False,True,True,False,True,False,False,False,False
2013,285000,120000,True,False,False,False,True,False,True,False,True,False,False
2015,525000,98000,True,False,False,False,False,False,True,False,False,False,False
2014,550000,90000,True,False,False,False,False,False,True,False,True,False,False
2018,580000,70000,True,False,False,False,True,False,True,False,False,False,False
2013,75000,25000,False,False,False,True,True,False,True,False,False,False,True
2009,185000,60000,True,False,False,False,True,False,True,False,False,False,True
2007,110000,90000,False,False,False,True,True,False,True,True,False,False,False
2004,180000,200000,False,False,False,True,True,False,True,False,True,False,False
2010,350000,110000,True,False,False,False,True,False,True,False,True,False,False
2005,60000,126000,False,False,False,True,True,False,True,False,True,False,False
2018,695000,70000,True,False,False,False,True,False,True,False,False,False,False
2019,2700000,5000,True,False,False,False,True,False,False,False,False,False,False
2007,135000,74183,False,False,False,True,True,False,True,False,True,False,False
2015,640000,70000,True,False,False,False,True,False,True,False,True,False,False
2014,160000,90000,False,False,False,True,True,False,True,False,False,False,False
2004,80000,46000,False,False,False,True,True,False,True,False,True,False,False
2013,340000,110000,True,False,False,False,True,False,True,False,True,False,False
2012,110000,80000,True,False,False,False,True,False,True,False,True,False,False
2013,250000,90000,True,False,False,False,True,False,True,False,True,False,False
2017,1300000,70000,True,False,False,False,True,False,True,False,False,False,False
2014,250000,1,True,False,False,False,True,False,True,False,True,False,False
2009,450000,192000,True,False,False,False,True,False,True,False,False,False,False
2013,240000,70000,False,False,False,True,True,False,True,True,False,False,False
2007,225000,120000,True,False,False,False,True,False,True,False,True,False,False
2015,275000,60000,False,False,False,True,True,False,True,False,True,False,False
2012,320000,120000,True,False,False,False,True,False,True,False,True,False,False
2008,75000,120000,False,False,False,True,True,False,True,False,False,False,False
2007,85000,50000,False,False,False,True,True,False,True,False,True,False,False
2009,90000,120000,True,False,False,False,True,False,True,False,False,False,False
2007,85000,80000,False,False,False,True,True,False,True,False,True,False,False
2008,350000,80000,True,False,False,False,True,False,True,False,True,False,False
2009,355000,100000,True,False,False,False,True,False,False,False,True,False,False
2020,619000,1500,False,False,False,True,True,False,True,False,False,False,False
2018,1700000,50000,True,False,False,False,True,False,True,False,False,False,False
2006,55000,100000,True,False,False,False,True,False,True,False,True,False,False
2006,95000,83411,False,False,False,True,True,False,True,False,False,False,False
2011,300000,120000,True,False,False,False,True,False,True,False,True,False,False
2006,81000,83411,False,False,False,True,True,False,True,False,False,False,False
2015,1000000,80000,True,False,False,False,True,False,False,False,True,False,False
2019,925000,50000,True,False,False,False,True,False,True,False,False,False,False
2015,450000,40000,True,False,False,False,True,False,True,False,False,False,False
2014,600000,13270,True,False,False,False,True,False,True,False,False,False,False
2006,85000,100000,False,False,False,True,True,False,False,False,False,False,True
2016,700000,50000,True,False,False,False,True,False,True,False,False,False,False
2017,486000,26500,False,False,False,True,True,False,True,False,False,False,False
2013,400000,90000,True,False,False,False,True,False,True,False,False,False,False
2008,120000,100000,False,False,False,True,True,False,True,False,False,False,True
2018,275000,35000,False,False,False,True,True,False,True,False,False,False,False
2016,580000,57000,True,False,False,False,True,False,True,False,False,False,False
2015,375000,70000,False,False,False,True,True,False,True,False,False,False,False
2015,229999,100000,False,False,False,True,True,False,True,False,False,False,True
2010,110000,88000,False,False,False,True,True,False,True,False,True,False,False
2017,600000,60000,True,False,False,False,True,False,True,False,False,False,False
2009,120000,76000,False,False,False,True,True,False,True,False,True,False,False
2010,200000,100000,True,False,False,False,True,False,True,False,True,False,False
2012,450000,110000,True,False,False,False,True,False,True,False,True,False,False
2012,550000,80000,True,False,False,False,True,False,True,False,True,False,False
2012,220000,80000,False,False,False,True,True,False,True,False,True,False,False
2001,40000,30000,False,False,False,True,True,False,True,False,False,False,False
2017,300000,20000,False,False,False,True,True,False,False,False,False,False,False
2018,630000,40000,True,False,False,False,True,False,True,False,False,False,False
2017,610000,40000,True,False,False,False,True,False,True,False,True,False,False
2019,660000,7000,False,False,False,True,True,False,True,False,True,False,False
2012,220000,80000,False,False,True,False,True,False,True,False,True,False,False
2011,138000,90000,True,False,False,False,True,False,True,False,True,False,False
2013,210000,13770,True,False,False,False,True,False,True,False,False,False,False
2005,125000,34000,False,False,False,True,False,False,True,False,False,False,False
2008,125000,102000,False,False,False,True,False,False,True,False,False,False,False
2014,725000,110000,True,False,False,False,True,False,True,False,False,False,False
2011,170000,90000,False,False,False,True,True,False,True,False,True,False,False
2015,1200000,70000,True,False,False,False,True,False,True,False,False,False,True
2003,70000,90000,False,False,False,True,True,False,True,False,True,False,False
2007,100000,70000,False,False,False,True,True,False,True,False,True,False,False
2006,300000,80000,False,False,False,True,True,False,True,False,True,False,False
2013,450000,100000,True,False,False,False,True,False,True,False,True,False,False
2015,530000,100000,True,False,False,False,True,False,True,False,False,False,False
2007,100000,143000,False,False,False,True,True,False,True,False,False,False,True
2010,350000,115000,False,False,False,True,True,False,True,False,True,False,False
2011,165000,100000,True,False,False,False,True,False,True,False,True,False,False
2019,475000,120000,True,False,False,False,True,False,True,False,True,False,False
2013,350000,42000,True,False,False,False,True,False,True,False,False,False,False
2016,229999,38000,False,False,False,True,True,False,True,False,False,False,False
2018,800000,35000,True,False,False,False,True,False,True,False,False,False,False
2014,475000,120000,True,False,False,False,True,False,True,False,True,False,False
2014,425000,136906,True,False,False,False,True,False,True,False,False,False,False
2015,660000,97000,True,False,False,False,True,False,True,False,True,False,False
2019,610000,10000,False,False,False,True,True,False,False,False,False,False,False
2013,240000,50000,False,False,False,True,True,False,True,False,False,False,True
2005,70000,60000,False,False,False,True,True,False,True,False,True,False,False
2011,550000,120000,True,False,False,False,True,False,True,False,False,False,False
2010,100000,120000,False,False,False,True,True,False,True,False,True,False,False
2010,350000,90000,True,False,False,False,True,False,True,False,True,False,False
2013,200000,120000,False,False,False,True,True,False,True,False,False,False,False
2019,720000,3000,False,False,False,True,True,False,False,False,False,False,False
2014,350000,133000,True,False,False,False,True,False,True,False,False,False,False
2016,400000,25000,False,False,False,True,True,False,True,False,False,False,False
2017,570000,35000,False,False,False,True,True,False,True,False,False,False,False
2015,130000,70000,False,False,False,True,True,False,True,False,False,False,False
2016,210000,52000,False,False,False,True,True,False,True,False,False,False,False
2018,800000,52000,True,False,False,False,True,False,True,False,False,False,False
2017,700000,39000,True,False,False,False,True,False,True,False,False,False,False
2011,200000,28689,True,False,False,False,True,False,True,False,False,False,False
2014,495000,90000,True,False,False,False,True,False,True,False,True,False,False
2014,325000,80322,True,False,False,False,False,False,True,False,False,False,False
2019,650000,8000,False,False,False,True,True,False,True,False,False,False,False
2000,155000,50000,True,False,False,False,True,False,True,False,True,False,False
2007,75000,90000,False,False,False,True,True,False,True,False,True,False,False
2015,350000,61658,True,False,False,False,False,False,True,False,False,False,False
2010,90000,50000,False,False,False,True,True,False,True,False,False,False,True
2016,600000,80000,True,False,False,False,True,False,True,False,False,False,False
2010,400000,185000,True,False,False,False,True,False,True,False,False,False,False
2014,370000,57000,True,False,False,False,True,False,True,False,True,False,False
2000,50000,60000,False,False,False,True,True,False,True,False,False,False,False
2004,125000,120000,False,False,False,True,True,False,True,False,True,False,False
2018,1800000,26000,True,False,False,False,True,False,False,False,False,False,False
2019,650000,20000,False,False,False,True,True,False,False,False,False,False,False
2017,800000,30600,False,False,False,True,True,False,False,False,False,False,False
2020,802000,5000,False,False,False,True,True,False,True,False,False,False,False
2015,2300000,35000,True,False,False,False,True,False,False,False,False,False,True
2016,430000,35000,True,False,False,False,True,False,True,False,False,False,False
2017,650000,23000,False,False,False,True,True,False,True,False,False,False,False
2004,170000,120000,True,False,False,False,True,False,True,False,False,False,False
2011,450000,235000,True,False,False,False,True,False,False,False,False,False,False
2013,250000,87000,False,False,False,True,True,False,True,False,False,False,False
2014,550000,72000,False,False,False,True,True,False,True,False,True,False,False
2013,2000000,64000,True,False,False,False,True,False,False,False,True,False,False
2007,140000,100000,False,False,False,True,True,False,True,False,True,False,False
2012,155000,12000,False,False,False,True,True,False,True,False,False,False,False
2010,120000,67000,False,False,False,True,True,False,True,False,False,False,True
2012,287000,70000,True,False,False,False,True,False,True,False,False,False,False
2016,675000,60000,True,False,False,False,True,False,True,False,False,False,False
2011,235000,74500,False,False,False,True,True,False,True,False,True,False,False
2011,300000,118700,True,False,False,False,True,False,True,False,True,False,False
2015,434999,40000,False,False,False,True,True,False,False,False,True,False,False
2004,225000,223660,True,False,False,False,True,False,False,False,False,False,True
2006,160000,140000,False,False,False,True,True,False,True,False,True,False,False
2020,600000,5000,False,False,False,True,True,False,True,False,False,False,False
2016,470000,100000,True,False,False,False,True,False,True,False,True,False,False
2011,300000,100000,False,False,False,True,True,False,True,False,True,False,False
2018,600000,2000,False,False,False,True,True,False,True,False,False,False,False
2020,640000,4000,False,False,False,True,True,False,False,False,False,False,False
2006,50000,120000,True,False,False,False,True,False,True,True,False,False,False
2015,600000,35000,False,False,False,True,True,False,True,False,False,False,False
2014,290000,29000,False,False,True,False,True,False,True,False,False,False,False
2015,600000,30000,False,False,False,True,True,False,True,False,False,False,False
2012,190000,120000,True,False,False,False,True,False,True,False,False,False,False
2008,160000,110000,False,False,False,True,True,False,True,False,False,False,True
2017,325000,15000,False,False,False,True,True,False,True,False,False,False,False
2006,200000,73756,True,False,False,False,True,False,True,False,False,False,False
2018,2800000,40000,True,False,False,False,True,False,False,False,False,False,False
2011,125000,60000,False,False,False,True,True,False,True,False,False,False,True
2008,155000,60000,False,False,False,True,True,False,True,True,False,False,False
2015,550000,90000,True,False,False,False,True,False,True,False,False,False,False
2009,130000,70000,False,False,False,True,True,False,True,True,False,False,False
2002,80000,70000,False,False,False,True,True,False,True,False,True,False,False
2015,500000,80000,True,False,False,False,True,False,True,False,True,False,False
2019,250000,27000,False,False,False,True,True,False,True,False,False,False,False
2012,580000,70000,True,False,False,False,True,False,True,False,False,False,False
